,Make,Model,Ex-Showroom_Price,Displacement,Cylinders,Drivetrain,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_System,Fuel_Tank_Capacity,Fuel_Type,Height,Length,Width,Body_Type,Doors,ARAI_Certified_Mileage,Kerb_Weight,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Track,Rear_Track,Front_Tyre_&_Rim,Rear_Tyre_&_Rim,Power_Steering,Power_Windows,Power_Seats,Keyless_Entry,Power,Torque,Odometer,Speedometer,Tachometer,Tripmeter,Seating_Capacity,Seats_Material,Type,Wheelbase,Start_/_Stop_Button,12v_Power_Outlet,Audiosystem,Aux-in_Compatibility,Basic_Warranty,Bluetooth,Boot-lid_Opener,Boot_Space,CD_/_MP3_/_DVD_Player,Central_Locking,Child_Safety_Locks,Clock,Cup_Holders,Door_Pockets,Engine_Malfunction_Light,FM_Radio,Fuel-lid_Opener,Fuel_Gauge,Handbrake,Instrument_Console,Minimum_Turning_Radius,Multifunction_Display,Sun_Visor,Third_Row_AC_Vents,Ventilation_System,Auto-Dimming_Rear-View_Mirror,Hill_Assist,Gear_Indicator,Ambient_Lightning,Cargo/Boot_Lights,Drive_Modes,Engine_Immobilizer,High_Speed_Alert_System,Lane_Watch_Camera/_Side_Mirror_Camera,Passenger_Side_Seat-Belt_Reminder,Seat_Back_Pockets,Voice_Recognition,Walk_Away_Auto_Car_Lock,ABS_(Anti-lock_Braking_System),Headlight_Reminder,Adjustable_Headrests,Gross_Vehicle_Weight,Door_Ajar_Warning,EBD_(Electronic_Brake-force_Distribution),Fasten_Seat_Belt_Warning,Gear_Shift_Reminder,Number_of_Airbags,Adjustable_Steering_Column,Parking_Assistance,Key_Off_Reminder,USB_Compatibility,Android_Auto&Apple_Carplay,Infotainment_Screen,Multifunction_Steering_Wheel,Average_Speed,EBA_(Electronic_Brake_Assist),Seat_Height_Adjustment,Navigation_System,Second_Row_AC_Vents,Tyre_Pressure_Monitoring_System,Rear_Center_Armrest,iPod_Compatibility,ESP_(Electronic_Stability_Program),Cooled_Glove_Box,Heated_Seats,Turbocharger,ISOFIX_(Child-Seat_Mount),Rain_Sensing_Wipers,Leather_Wrapped_Steering,Automatic_Headlamps,Engine_Type,ASR_/_Traction_Control,Cruise_Control,Heads-Up_Display,Welcome_Lights,Battery,Electric_Range
194,Ford,Aspire,"Rs. 7,62,400",1194 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,42 litres,Petrol,1525 mm,3995 mm,1704 mm,Sedan,4,19.4 km/litre,1016-1043 kg,5,NA,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,195/55R15,195/55R15,Electric Power,All Windows,NA,Remote,96PS@6500rpm,120Nm@4250rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,Yes,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",NA,NA,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,Yes,Yes,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors,NA,Yes,Yes,Touch Sensitive,Yes,NA,NA,Manual Adjustment,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
195,Ford,Aspire,"Rs. 8,42,400",1498 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,40 litres,Diesel,1525 mm,3995 mm,1704 mm,Sedan,4,26.1 km/litre,1053-1080 kg,5,NA,Ventilated Disc,Drum,Independent MacPherson Dual path Strut with coil spring,Semi-independent twist beam with twin gas and oil filled shock absorbers,NA,NA,195/55R15,195/55R15,Electric Power,All Windows,NA,Remote,100PS@3750RPM,215Nm@1750-3000RPM,Digital,Analog,Analog,Yes,5,Fabric,Manual,2490 mm,Yes,Yes,CD Player with USB & Aux-in,Yes,"2 Years / 100,000 Kms (whichever comes first)",Yes,"With Remote, Internal",NA,NA,Yes,Yes,Digital,Front,Front,Yes,Yes,Internal,Analog,Manual,Analog + Digital,NA,Yes,Driver & Front Passenger,Not Applicable,Fully automatic climate control,Yes,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,Yes,2,Rake,Rear sensors,NA,Yes,Yes,Touch Sensitive,Yes,NA,NA,Manual Adjustment,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
196,Toyota,Platinum Etios,"Rs. 6,27,100",1496 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,16.78 km/litre,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,175/70R15,175/70R15,Electric Power,All Windows,NA,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,NA,Yes,Not on offer,NA,3 years /100000 Kms (years/distance whichever comes first),NA,Internal,592 litres,NA,Yes,Yes,Digital,Front,Front & Rear,Yes,NA,With Remote,Digital,Manual,Analog + Digital,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,1285 kg,Yes,Yes,Yes,NA,2,Rake,NA,Yes,NA,NA,NA,NA,NA,NA,Manual Adjustment,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,Toyota,Platinum Etios,"Rs. 7,18,600",1496 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,16.78 km/litre,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,NA,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,With Remote,Digital,Manual,Analog + Digital,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,1285 kg,Yes,Yes,Yes,NA,2,Rake,NA,Yes,Yes,NA,NA,NA,NA,NA,Manual Adjustment,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,Toyota,Platinum Etios,"Rs. 7,34,700",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,23.59 km/litre,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,175/70R15,175/70R15,Electric Power,All Windows,NA,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,NA,Yes,Not on offer,NA,3 years /100000 Kms (years/distance whichever comes first),NA,Internal,592 litres,NA,Yes,Yes,Digital,Front,Front & Rear,Yes,NA,With Remote,Digital,Manual,Analog + Digital,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,1650 kg,Yes,Yes,Yes,NA,2,Rake,NA,Yes,NA,NA,NA,NA,NA,NA,Manual Adjustment,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
199,Toyota,Platinum Etios,"Rs. 8,28,600",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,23.59 km/litre,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,NA,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,With Remote,Digital,Manual,Analog + Digital,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,1650 kg,Yes,Yes,Yes,NA,2,Rake,NA,Yes,Yes,NA,NA,NA,NA,NA,Manual Adjustment,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,Toyota,Platinum Etios,"Rs. 8,88,400",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,23.59 km/litre,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,NA,NA,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2550 mm,NA,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,NA,2,Rake,Rear sensors,Yes,Yes,NA,NA,Multifunction Steering Wheel,NA,NA,Manual Adjustment,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
201,Toyota,Platinum Etios,"Rs. 7,78,400",1496 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,16.78 km/litre,990 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,NA,NA,185/60R15,185/60R15,Hydraulic Power,All Windows,NA,Yes,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,NA,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Yes,Front & Rear,NA,Yes,With Remote,Digital,Manual,Analog,4.8 meter,NA,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,2,Rake,Rear sensors,NA,Yes,NA,NA,Multifunction Steering Wheel,NA,NA,Manual Adjustment,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
202,Toyota,Platinum Etios,"Rs. 6,89,600",1496 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,16.78 km/litre,935 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,175/70R15,175/70R15,Electric Power,All Windows,NA,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,NA,Yes,Not on offer,NA,3 years /100000 Kms (years/distance whichever comes first),NA,Internal,592 litres,NA,Yes,Yes,Digital,Front,Front & Rear,Yes,NA,With Remote,Digital,Manual,Analog + Digital,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,1285 kg,Yes,Yes,Yes,NA,2,Rake,NA,Yes,NA,NA,NA,NA,NA,NA,Manual Adjustment,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,Toyota,Platinum Etios,"Rs. 7,99,600",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,23.59 km/litre,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,1475 mm,1485 mm,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,NA,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,With Remote,Digital,Manual,Analog + Digital,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,1650 kg,Yes,Yes,Yes,NA,2,Rake,NA,Yes,Yes,NA,NA,NA,NA,NA,Manual Adjustment,NA,NA,NA,NA,NA,NA,Yes,NA,Yes,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,Toyota,Platinum Etios,"Rs. 9,13,400",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1510 mm,4369 mm,1695 mm,Sedan,4,23.59 km/litre,1020 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,NA,NA,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2550 mm,NA,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.9 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,Yes,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,Front Row,NA,Yes,Yes,Yes,NA,2,Rake,Rear sensors,Yes,Yes,NA,NA,Multifunction Steering Wheel,NA,NA,Manual Adjustment,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
205,Toyota,Platinum Etios,"Rs. 8,03,400",1496 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Longitudinal",Injection,45 litres,Petrol,1510 mm,4369 mm,1695 mm,Sedan,4,16.78 km/litre,990 kg,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,NA,NA,185/60R15,185/60R15,Hydraulic Power,All Windows,NA,Yes,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Digital,Yes,5,Fabric,Manual,2550 mm,NA,Yes,CD Player with USB & Aux-in,Yes,NA,Yes,Internal,592 litres,Yes,Yes,Yes,Digital,Yes,Front & Rear,NA,Yes,With Remote,Digital,Manual,Analog,4.8 meter,NA,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,Yes,Yes,Yes,NA,2,Rake,Rear sensors,NA,Yes,NA,NA,Multifunction Steering Wheel,NA,NA,Manual Adjustment,NA,NA,NA,Yes,NA,NA,Yes,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
206,Toyota,Etios Cross,"Rs. 8,02,000",1496 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1555 mm,3895 mm,1735 mm,Hatchback,5,16.78 km/litre,950 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,NA,NA,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,90PS@5600rpm,132Nm@3000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,NA,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,NA,2,Rake,NA,Yes,Yes,NA,NA,Multifunction Steering Wheel,NA,NA,Manual Adjustment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
207,Toyota,Etios Cross,"Rs. 6,50,000",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1555 mm,3895 mm,1735 mm,Hatchback,5,17.71 km/litre,935 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,NA,NA,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,NA,Yes,CD Player with USB & Aux-in,NA,3 years /100000 Kms (years/distance whichever comes first),NA,Internal,251 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,All Rows,NA,Yes,NA,Yes,NA,2,Rake,NA,Yes,Yes,NA,NA,NA,NA,NA,Manual Adjustment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,Toyota,Etios Cross,"Rs. 7,97,500",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1555 mm,3895 mm,1735 mm,Hatchback,5,23.59 km/litre,1030 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,NA,NA,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,NA,Yes,CD Player with USB & Aux-in,Yes,3 years /100000 Kms (years/distance whichever comes first),Yes,Internal,251 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,NA,2,Rake,NA,Yes,Yes,NA,NA,Multifunction Steering Wheel,NA,NA,Manual Adjustment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA
209,Toyota,Etios Cross,"Rs. 7,66,000",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1555 mm,3895 mm,1735 mm,Hatchback,5,23.59 km/litre,1015 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,NA,NA,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,NA,Yes,CD Player with USB & Aux-in,NA,3 years /100000 Kms (years/distance whichever comes first),NA,Internal,251 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,NA,2,Rake,NA,Yes,Yes,NA,NA,NA,NA,NA,Manual Adjustment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,Toyota,Etios Cross,"Rs. 6,68,500",1197 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Petrol,1555 mm,3895 mm,1735 mm,Hatchback,5,17.71 km/litre,935 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,NA,NA,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,80PS@5600rpm,104Nm@3100rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,NA,Yes,CD Player with USB & Aux-in,NA,3 years /100000 Kms (years/distance whichever comes first),NA,Internal,251 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,All Rows,NA,Yes,NA,Yes,NA,2,Rake,NA,Yes,Yes,NA,NA,NA,NA,NA,Manual Adjustment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,Toyota,Etios Cross,"Rs. 8,16,000",1364 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,45 litres,Diesel,1555 mm,3895 mm,1735 mm,Hatchback,5,23.59 km/litre,1015 kg,5,174 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,NA,NA,185/60R15,185/60R15,Electric Power,All Windows,NA,Remote,68PS@3800rpm,170Nm@1800-2400rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2460 mm,NA,Yes,CD Player with USB & Aux-in,NA,3 years /100000 Kms (years/distance whichever comes first),NA,Internal,251 litres,Yes,Yes,Yes,Digital,Front,Front & Rear,Yes,Yes,Internal,Digital,Manual,Analog + Digital,4.8 meter,Yes,Driver & Front Passenger,Not Applicable,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,NA,Yes,Yes,Yes,NA,2,Rake,NA,Yes,Yes,NA,NA,NA,NA,NA,Manual Adjustment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,Mahindra,Verito Vibe,"Rs. 6,57,628",1461 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1540 mm,3991 mm,1740 mm,Hatchback,5,20.08 km/litre,1155 kg,5,172 mm,Solid Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring - See more at: http://mahindraverito.com/verito-specs.aspx#sthash.hu39n454.dpuf,NA,NA,185/70R14,185/70R14,Yes,NA,NA,NA,65PS@4000rpm,160Nm@2000rpm,Digital,Analog,Analog,NA,5,Fabric,Manual,2630 mm,NA,NA,Not on offer,NA,"2 Years / 50,000 Kms (Whichever comes earlier)",NA,Manual,330 litres,NA,NA,Yes,Digital,Not on offer,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,5.25 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,All Rows,1655 kg,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,Mahindra,Verito Vibe,"Rs. 6,85,729",1461 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1540 mm,3991 mm,1740 mm,Hatchback,5,20.08 km/litre,1155 kg,5,172 mm,Solid Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,NA,NA,185/70R14,185/70R14,Yes,All Windows,NA,NA,65PS@4000rpm,160Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2630 mm,NA,NA,Not on offer,NA,"2 Years / 50,000 Kms (Whichever comes earlier)",NA,Manual,330 litres,NA,Yes,Yes,Digital,Not on offer,Front,Yes,NA,Internal,Digital,Manual,Analog + Digital,5.25 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,Yes,All Rows,1655 kg,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,Mahindra,Verito Vibe,"Rs. 7,50,428",1461 cc,4,FWD (Front Wheel Drive),In-line,BS IV,"Front, Transverse",Injection,50 litres,Diesel,1540 mm,3991 mm,1740 mm,Hatchback,5,20.08 km/litre,1155 kg,5,172 mm,Solid Disc,Drum,Macpherson-type with wishbone link,H-Section torsion beam with programmed deflection-coil spring,NA,NA,185/70R14,185/70R14,Yes,All Windows,NA,NA,65PS@4000rpm,160Nm@2000rpm,Digital,Analog,Analog,Yes,5,Fabric,Manual,2630 mm,NA,NA,CD Player with USB & Aux-in,Yes,"2 Years / 50,000 Kms (Whichever comes earlier)",NA,Manual,330 litres,Yes,Yes,Yes,Digital,Not on offer,Front,Yes,Yes,Internal,Digital,Manual,Analog + Digital,5.25 meter,Yes,Driver & Front Passenger,NA,Manual Air conditioning with cooling and heating,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,Yes,Yes,All Rows,1655 kg,Yes,Yes,Yes,NA,1,NA,NA,NA,Yes,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
